"domain" "phylum" "class" "order" "family" "genus" "species"
"ASV_257" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" NA NA
"ASV_258" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_259" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_260" "Bacteria" "GAL15" NA NA NA NA NA
"ASV_261" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_262" "Bacteria" NA NA NA NA NA NA
"ASV_263" "Bacteria" NA NA NA NA NA NA
"ASV_264" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_265" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_266" "Bacteria" NA NA NA NA NA NA
"ASV_267" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_268" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_269" "Bacteria" NA NA NA NA NA NA
"ASV_270" NA NA NA NA NA NA NA
"ASV_271" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_272" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_273" NA NA NA NA NA NA NA
"ASV_274" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "GammaproteobacteriaIncertaeSedis" "UnknownFamily_4" "Acidibacter" NA
"ASV_275" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_276" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_277" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_278" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys" NA
"ASV_279" "Bacteria" NA NA NA NA NA NA
"ASV_280" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Rhodoplanes" NA
"ASV_281" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" NA
"ASV_282" "Bacteria" NA NA NA NA NA NA
"ASV_283" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_284" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_285" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Koribacteraceae" "CandidatusKoribacter" NA
"ASV_286" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_287" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_288" "Bacteria" NA NA NA NA NA NA
"ASV_289" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_290" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_291" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_292" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_293" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Edaphobacter" NA
"ASV_294" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_295" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_296" NA NA NA NA NA NA NA
"ASV_297" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_298" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_299" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_300" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_301" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "JG36-TzT-191" NA NA NA
"ASV_302" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_303" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "GammaproteobacteriaIncertaeSedis" "UnknownFamily_4" "Acidibacter" NA
"ASV_304" "Bacteria" "Actinobacteriota" "Actinobacteria" "Catenulisporales" "Actinospicaceae" "Actinospica" NA
"ASV_305" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_306" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_307" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_308" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_309" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_310" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_311" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_312" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_313" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_314" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "GammaproteobacteriaIncertaeSedis" "UnknownFamily_4" "Acidibacter" NA
"ASV_315" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_316" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium" NA
"ASV_317" NA NA NA NA NA NA NA
"ASV_318" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_319" NA NA NA NA NA NA NA
"ASV_320" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_321" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_322" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "A0839" NA NA
"ASV_323" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_324" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "WD260" NA NA NA
"ASV_325" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Acidipila" NA
"ASV_326" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_327" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_328" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_329" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_330" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Rhodanobacter" NA
"ASV_331" NA NA NA NA NA NA NA
"ASV_332" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA NA
"ASV_333" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_334" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_335" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_336" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_337" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_338" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA NA
"ASV_339" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Granulicella" NA
"ASV_340" "Bacteria" NA NA NA NA NA NA
"ASV_341" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_342" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_343" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_344" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_345" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_346" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_347" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Granulicella" NA
"ASV_348" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_349" NA NA NA NA NA NA NA
"ASV_350" "Archaea" "Crenarchaeota" "Nitrososphaeria" "Group1.1c" NA NA NA
"ASV_351" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_352" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Edaphobacter" NA
"ASV_353" NA NA NA NA NA NA NA
"ASV_354" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_355" NA NA NA NA NA NA NA
"ASV_356" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodomicrobiaceae" "Rhodomicrobium" NA
"ASV_357" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_358" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_359" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_360" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_361" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_362" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_363" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_364" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_365" NA NA NA NA NA NA NA
"ASV_366" "Bacteria" "Actinobacteriota" "Actinobacteria" "Catenulisporales" "Actinospicaceae" "Actinospica" NA
"ASV_367" "Bacteria" NA NA NA NA NA NA
"ASV_368" NA NA NA NA NA NA NA
"ASV_369" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_370" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_371" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_372" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_373" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_374" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_375" NA NA NA NA NA NA NA
"ASV_376" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_377" NA NA NA NA NA NA NA
"ASV_378" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_379" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_380" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_381" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_382" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_383" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_384" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_385" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_386" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" NA NA NA
"ASV_387" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "1921-2" NA
"ASV_388" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_389" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_390" NA NA NA NA NA NA NA
"ASV_391" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_392" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_393" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_394" NA NA NA NA NA NA NA
"ASV_395" NA NA NA NA NA NA NA
"ASV_396" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"ASV_397" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_398" NA NA NA NA NA NA NA
"ASV_399" NA NA NA NA NA NA NA
"ASV_400" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Acidipila" NA
"ASV_401" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_402" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_403" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidicaldus" NA
"ASV_404" NA NA NA NA NA NA NA
"ASV_405" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_406" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_407" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Edaphobaculum" NA
"ASV_408" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_409" "Bacteria" NA NA NA NA NA NA
"ASV_410" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_411" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Devosia" NA
"ASV_412" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_413" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_414" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_415" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "S-BQ2-57soilgroup" NA NA NA
"ASV_416" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_417" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_418" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_419" NA NA NA NA NA NA NA
"ASV_420" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidicaldus" NA
"ASV_421" "Archaea" "Crenarchaeota" "Nitrososphaeria" "Nitrososphaerales" "Nitrososphaeraceae" "CandidatusNitrocosmicus" NA
"ASV_422" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" NA NA NA
"ASV_423" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_424" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_425" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_426" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_427" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_428" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_429" NA NA NA NA NA NA NA
"ASV_430" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_431" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_432" NA NA NA NA NA NA NA
"ASV_433" NA NA NA NA NA NA NA
"ASV_434" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_435" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Burkholderia-Caballeronia-Paraburkholderia" NA
"ASV_436" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_437" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_438" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_439" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" NA NA NA
"ASV_440" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_441" NA NA NA NA NA NA NA
"ASV_442" "Bacteria" NA NA NA NA NA NA
"ASV_443" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_444" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_445" NA NA NA NA NA NA NA
"ASV_446" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_447" "Bacteria" NA NA NA NA NA NA
"ASV_448" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_449" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_450" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_451" NA NA NA NA NA NA NA
"ASV_452" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_453" NA NA NA NA NA NA NA
"ASV_454" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_455" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" "URHD0088" NA NA
"ASV_456" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Edaphobacter" NA
"ASV_457" NA NA NA NA NA NA NA
"ASV_458" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidicaldus" NA
"ASV_459" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_460" NA NA NA NA NA NA NA
"ASV_461" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_462" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_463" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" NA NA
"ASV_464" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "JG36-TzT-191" NA NA NA
"ASV_465" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_466" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_467" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_468" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_469" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_470" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" NA NA NA
"ASV_471" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_472" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tundrisphaera" NA
"ASV_473" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_474" "Bacteria" NA NA NA NA NA NA
"ASV_475" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_476" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_477" NA NA NA NA NA NA NA
"ASV_478" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_479" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_480" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_481" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micropepsales" "Micropepsaceae" NA NA
"ASV_482" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_483" "Bacteria" NA NA NA NA NA NA
"ASV_484" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_485" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "WD260" NA NA NA
"ASV_486" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_487" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"ASV_488" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_489" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_490" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_491" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_492" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA NA
"ASV_493" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_494" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"ASV_495" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_496" "Bacteria" NA NA NA NA NA NA
"ASV_497" "Bacteria" "Proteobacteria" NA NA NA NA NA
"ASV_498" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobium" NA
"ASV_499" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" NA NA
"ASV_500" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_501" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_502" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_503" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_504" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_505" NA NA NA NA NA NA NA
"ASV_506" NA NA NA NA NA NA NA
"ASV_507" NA NA NA NA NA NA NA
"ASV_508" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_509" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_510" NA NA NA NA NA NA NA
"ASV_511" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_512" NA NA NA NA NA NA NA
"ASV_513" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tundrisphaera" NA
"ASV_514" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_515" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_516" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_517" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Acidipila" NA
"ASV_518" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_519" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_520" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Lacunisphaera" NA
"ASV_521" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
